name|grid|country|nyrs|first|last|type|lat|lon|x|y
HoEF Oak Wood|SP098696|England|2|2022|2023|UKBMS|52.3244|-1.8576|1.371|0.931
Ladywalk NR|SP213917|England|2|2022|2023|UKBMS|52.5228|-1.6875|0.197|-1.775
Ryton Pools Country Park: Offsetting Meadow 1|SP369723|England|2|2022|2023|UKBMS|52.3475|-1.4597|6.975|3.590
HoEF Newnham|SP155596|England|2|2022|2023|UKBMS|52.2344|-1.7745|3.896|2.985
HoEF Gorcott Hill Woodland|SP091679|England|2|2022|2023|UKBMS|52.3091|-1.8679|-0.611|-3.347
HoEF Colletts Farm|SP126503|England|2|2022|2023|UKBMS|52.1508|-1.8173|4.086|2.574
Waterford Heath South|TL317149|England|16|2008|2023|UKBMS|51.8172|-0.0907|1.061|-1.598
Heartwood Forest|TL163109|England|14|2010|2023|UKBMS|51.7847|-0.3154|1.621|-2.369
Tring Park (9 sections)|SP927100|England|10|2011|2023|UKBMS|51.7810|-0.6576|1.217|-1.490
Lake Farm Country Park|TQ090804|England|11|2011|2022|UKBMS|51.5120|-0.4307|5.975|2.994
Harpenden Common|TL137134|England|11|2011|2023|UKBMS|51.8077|-0.3522|6.573|3.325
Stocker's Lake 2012|TQ045935|England|12|2012|2023|UKBMS|51.6306|-0.4916|0.407|2.887
Roughdown Common (Lower)|TL048055|England|12|2012|2023|UKBMS|51.7384|-0.4837|1.237|-0.325
Gravel Hill|TL216170|England|11|2013|2023|UKBMS|51.8384|-0.2365|7.921|1.726
St James's Park / Green Park|TQ295798|England|10|2013|2023|UKBMS|51.5023|-0.1356|-1.534|4.318
Danemead Nature Reserve|TL346079|England|11|2013|2023|UKBMS|51.7536|-0.0514|0.085|-2.517
Tottenham Wildmarsh West|TQ351905|England|6|2014|2023|UKBMS|51.5972|-0.0509|0.931|5.113
Halsey Field|TL042088|England|9|2015|2023|UKBMS|51.7682|-0.4914|7.045|5.088
Heartwood Forest - Transect 2|TL171123|England|9|2015|2023|UKBMS|51.7971|-0.3033|6.801|3.852
Panshanger - Lady Hughes Wood|TL300125|England|6|2015|2023|UKBMS|51.7960|-0.1163|7.236|3.727
Panshanger - Rifle Butts|TL299122|England|6|2015|2023|UKBMS|51.7934|-0.1178|4.595|3.201
Panshanger - Chisel Shelf|TL294121|England|5|2015|2023|UKBMS|51.7926|-0.1251|1.944|-3.040
Pinn Meadow|TQ094880|England|2|2015|2023|UKBMS|51.5803|-0.4225|0.862|3.637
Totteridge Fields|TQ222940|England|7|2016|2023|UKBMS|51.6315|-0.2358|0.876|-1.786
Hedgeswood Common to Hoo Wood|TL031131|England|8|2016|2023|UKBMS|51.8070|-0.5060|6.577|1.443
Broxbourne west ride|TL325070|England|8|2016|2023|UKBMS|51.7460|-0.0822|0.208|-2.856
Aldbury Nowers N1|SP949138|England|8|2016|2023|UKBMS|51.8148|-0.6247|3.443|0.462
Bencroft Field|TL330062|England|8|2016|2023|UKBMS|51.7387|-0.0752|0.583|-2.762
London Zoo Car Park|TQ283836|England|7|2016|2023|UKBMS|51.5367|-0.1515|0.723|1.010
Knebworth Woods|TL227227|England|7|2017|2023|UKBMS|51.8894|-0.2185|-0.668|-2.711
Osterley Park|TQ145780|England|6|2018|2023|UKBMS|51.4894|-0.3522|0.672|4.971
Chorleywood Common 2019|TQ029958|England|5|2019|2023|UKBMS|51.6516|-0.5140|6.297|3.366
Alexandra Park|TQ302903|England|5|2019|2023|UKBMS|51.5965|-0.1217|0.709|3.103
Norton Common LGC|TL218333|England|3|2020|2022|UKBMS|51.9848|-0.2278|0.495|-0.378
Greenwood Park|TL139051|England|3|2021|2023|UKBMS|51.7330|-0.3521|7.429|3.952
London Zoo amended 2021|TQ281834|England|3|2021|2023|UKBMS|51.5350|-0.1545|3.565|-0.308
Greater Stanmore Country Park|TQ171932|England|3|2021|2023|UKBMS|51.6254|-0.3097|2.616|1.139
Highgate Cemetery West|TQ284870|England|3|2021|2023|UKBMS|51.5673|-0.1488|-1.559|-1.404
Highgate Cemetery East|TQ286869|England|3|2021|2023|UKBMS|51.5663|-0.1460|-1.284|-0.677
Golders Hill Park|TQ256868|England|2|2021|2022|UKBMS|51.5661|-0.1893|2.899|2.694
Hampstead Heath Highgate Ponds|TQ275867|England|2|2021|2023|UKBMS|51.5648|-0.1619|4.189|2.309
Mount Vernon Cancer Centre|TQ077917|England|2|2021|2022|UKBMS|51.6138|-0.4459|1.731|-1.122
Chadwell Bank|TL349136|England|2|2022|2023|UKBMS|51.8048|-0.0448|2.056|4.592
Panshanger - Great Oak|TL288130|England|2|2022|2023|UKBMS|51.8008|-0.1335|7.234|3.837
Westbrook Hay Fields|TL030058|England|2|2022|2023|UKBMS|51.7414|-0.5096|5.282|3.524
Bovingdon Brickworks|TL007029|England|2|2022|2023|UKBMS|51.7158|-0.5438|1.974|1.536
Gladstone Park|TQ223857|England|2|2022|2023|UKBMS|51.5569|-0.2373|6.379|3.311
Panshanger- Cole Green|TL280122|England|2|2022|2023|UKBMS|51.7938|-0.1454|2.969|0.324
Wormwood Scrubs|TQ223817|England|2|2022|2023|UKBMS|51.5210|-0.2386|7.298|4.853
Panshanger- Brocket Hill|TL283127|England|2|2022|2023|UKBMS|51.7982|-0.1408|-0.924|-1.984
Bunchley's Pond|TL226065|England|2|2022|2023|UKBMS|51.7438|-0.2257|0.991|0.907
Kempton Nature Reserve|TQ117709|England|2|2022|2023|UKBMS|51.4261|-0.3948|-1.827|4.516
Castle Semple Country Park|NS367600|Scotland|14|2010|2023|UKBMS|55.8056|-4.6071|0.265|-0.511
Glasdrum Mountain Ringlet|NM996463|Scotland|16|2002|2022|UKBMS|56.5658|-5.2632|-0.967|2.304
Greenock Cut|NS247720|Scotland|14|2010|2023|UKBMS|55.9091|-4.8061|1.871|1.906
Castlehill|ND194684|Scotland|13|2010|2023|UKBMS|58.5961|-3.3884|0.022|-4.194
Haddington Clerkington|NT508732|Scotland|11|2011|2023|UKBMS|55.9493|-2.7894|0.151|0.834
Hurlethill|NS513614|Scotland|13|2011|2023|UKBMS|55.8229|-4.3751|0.301|0.522
Robroyston Park LNR|NS629683|Scotland|11|2011|2022|UKBMS|55.8883|-4.1936|1.270|1.756
Lochgoin Reservoir|NS535472|Scotland|7|2011|2023|UKBMS|55.6961|-4.3324|-1.119|2.330
Archerfield|NT517841|Scotland|11|2012|2023|UKBMS|56.0473|-2.7770|1.587|5.091
Hopetoun House Transect one|NT088790|Scotland|9|2012|2023|UKBMS|55.9953|-3.4637|6.281|4.841
Langlands Moss LNR|NS634514|Scotland|11|2013|2023|UKBMS|55.7367|-4.1772|0.056|0.672
Ballinlaggan|NH948245|Scotland|11|2013|2023|UKBMS|57.2989|-3.7475|-1.072|2.005
Hogganfield Park LNR|NS645671|Scotland|10|2013|2023|UKBMS|55.8779|-4.1675|1.700|1.842
Rogart Quarry|NC742015|Scotland|11|2013|2023|UKBMS|57.9849|-4.1292|-0.825|0.895
Ardochrig Hill|NS637469|Scotland|11|2013|2023|UKBMS|55.6963|-4.1701|-0.245|0.773
Beinn Eighe|NH025620|Scotland|8|2013|2023|UKBMS|57.6046|-5.3073|-0.842|2.117
Cambus O' May|NO400982|Scotland|8|2013|2023|UKBMS|57.0709|-2.9912|-0.650|1.607
Mersehead RSPB|NX930556|Scotland|9|2014|2023|UKBMS|54.8837|-3.6694|7.307|0.431
Cardowan Moss LNR|NS654672|Scotland|7|2014|2022|UKBMS|55.8791|-4.1531|0.375|0.468
Ullapool|NH125944|Scotland|7|2014|2023|UKBMS|57.8995|-5.1655|1.357|2.869
Preston Mill|NT594778|Scotland|7|2014|2022|UKBMS|55.9914|-2.6524|2.863|0.926
Cambus Village Pools|NS853935|Scotland|10|2014|2023|UKBMS|56.1204|-3.8465|-2.433|5.418
Kinneil|NS963812|Scotland|10|2014|2023|UKBMS|56.0125|-3.6649|2.029|2.401
Cathkin Marsh|NS621574|Scotland|9|2015|2023|UKBMS|55.7902|-4.2009|0.462|0.798
Coulter's Wood|NS606574|Scotland|9|2015|2023|UKBMS|55.7897|-4.2248|0.387|-1.269
Kingshill LNR|NS856567|Scotland|8|2016|2023|UKBMS|55.7900|-3.8260|-0.367|1.755
Lower Killeyan to Giol|NR280435|Scotland|8|2016|2023|UKBMS|55.6088|-6.3206|-0.116|2.243
Blacklaw Wood|NS923484|Scotland|8|2016|2023|UKBMS|55.7170|-3.7160|0.173|-0.560
Longcarse|NS865924|Scotland|8|2016|2023|UKBMS|56.1108|-3.8267|0.472|-1.133
Polldubh|NN158684|Scotland|6|2016|2023|UKBMS|56.7707|-5.0158|-0.686|0.691
South River Nevis|NN145684|Scotland|6|2016|2023|UKBMS|56.7701|-5.0370|-0.666|0.480
Plean Country Park|NS829866|Scotland|7|2017|2023|UKBMS|56.0579|-3.8820|0.501|-1.180
Ken Dee Marshes|NX693691|Scotland|5|2018|2023|UKBMS|54.9993|-4.0448|-0.219|-0.576
Sustrans NCN77 Dunkeld and Birnam|NO030418|Scotland|5|2017|2022|UKBMS|56.5581|-3.5797|0.093|3.991
Loch Leven - Vane (2012 route)|NT159989|Scotland|6|2018|2023|UKBMS|56.1753|-3.3562|2.123|2.149
Dundee Law|NO391313|Scotland|5|2018|2022|UKBMS|56.4699|-2.9901|-1.253|-0.111
Glen Rosa|NR985384|Scotland|2|2018|2022|UKBMS|55.5974|-5.1997|-0.889|0.934
Dighty Burn|NO447326|Scotland|6|2018|2023|UKBMS|56.4822|-2.8995|0.467|6.025
Sustrans NCN77 Section 2|NO112256|Scotland|6|2018|2023|UKBMS|56.4142|-3.4409|4.911|2.506
Greenhead Moss LNR|NS810548|Scotland|6|2018|2023|UKBMS|55.7718|-3.8985|0.211|-0.623
Bracketts Coppice II (DWT)|ST515066|England|10|2014|2023|UKBMS|50.8569|-2.6904|4.419|3.048
Avon Heath North 2014|SU125032|England|10|2014|2023|UKBMS|50.8282|-1.8239|-0.923|2.881
Ryewater Nursery|ST665105|England|9|2015|2023|UKBMS|50.8930|-2.4777|1.792|0.649
Higher Hyde Heath (DWT) II|SY855903|England|8|2016|2023|UKBMS|50.7121|-2.2067|-0.605|2.539
Hambledon Hill|ST843126|England|6|2018|2023|UKBMS|50.9126|-2.2247|7.003|5.178
Weymouth Relief Road|SY672856|England|6|2018|2023|UKBMS|50.6691|-2.4655|9.942|2.429
RSPB Arne Coombe Heath|SY971872|England|4|2018|2023|UKBMS|50.6844|-2.0424|-1.007|3.163
Hogchester|SY352945|England|2|2019|2022|UKBMS|50.7465|-2.9198|5.765|1.720
RSPB Chafey’s Weymouth|SY669801|England|5|2019|2023|UKBMS|50.6197|-2.4692|1.905|0.112
Wyke Regis|SY651778|England|3|2021|2023|UKBMS|50.5989|-2.4945|6.563|3.185
Bishops Court North|ST934030|England|2|2022|2023|UKBMS|50.8265|-2.0951|4.002|3.120
Bishops Court South|ST938028|England|2|2022|2023|UKBMS|50.8247|-2.0894|3.048|2.069
Wild Woodbury South|SY860935|England|2|2022|2023|UKBMS|50.7409|-2.1998|6.813|3.337
Wild Woodbury|SY852941|England|2|2022|2023|UKBMS|50.7463|-2.2111|7.351|4.547
Hooke Farm|ST532006|England|2|2022|2023|UKBMS|50.8031|-2.6655|6.671|5.065
Hicks|SZ103966|England|2|2022|2023|UKBMS|50.7689|-1.8553|7.412|5.127
Leigh Woods|ST561733|England|6|2011|2023|UKBMS|51.4570|-2.6332|1.204|-0.844
Collard Hill|ST487340|England|10|2011|2023|UKBMS|51.1030|-2.7341|5.819|1.791
Shute Shelve Hill|ST423549|England|13|2011|2023|UKBMS|51.2903|-2.8288|6.409|3.615
Ash Priors Common (2013)|ST152289|England|11|2013|2023|UKBMS|51.0532|-3.2112|-1.118|-0.334
Netherclay|ST197250|England|10|2013|2022|UKBMS|51.0187|-3.1462|6.104|2.229
Wych Lodge Valley|ST251199|England|11|2013|2023|UKBMS|50.9736|-3.0682|1.017|-2.333
Shapwick Heath East|ST426406|England|11|2013|2023|UKBMS|51.1618|-2.8222|0.616|-1.674
Shapwick Heath Canada Farm|ST417406|England|11|2013|2023|UKBMS|51.1617|-2.8351|0.120|-0.987
Cheddar Wood 2013|ST448556|England|11|2013|2023|UKBMS|51.2968|-2.7931|0.171|-2.255
Lower Chelmsine|ST192185|England|10|2014|2023|UKBMS|50.9602|-3.1519|3.214|0.419
Bennett's Patch and White's Paddock|ST551752|England|9|2015|2023|UKBMS|51.4740|-2.6479|1.579|4.273
Priddy Mineries|ST546510|England|9|2015|2023|UKBMS|51.2563|-2.6520|0.068|-1.037
Knyfton's Firs|ST500501|England|9|2015|2023|UKBMS|51.2479|-2.7177|-0.176|-3.209
Meads Eco Park|ST292362|England|6|2016|2022|UKBMS|51.1207|-3.0130|2.815|3.635
Lusty Hill Farm|ST681341|England|4|2016|2023|UKBMS|51.1053|-2.4570|1.392|-0.050
Narroways and Ashley Hill Allotments|ST599751|England|7|2017|2023|UKBMS|51.4734|-2.5787|0.351|4.146
Packhorse Meadow|ST751614|England|7|2017|2023|UKBMS|51.3511|-2.3589|1.632|-1.790
Ubley Warren 2018|ST505555|England|6|2018|2023|UKBMS|51.2965|-2.7113|2.553|2.653
Fyne Court 2|ST222320|England|6|2018|2023|UKBMS|51.0820|-3.1121|0.189|-2.155
Cadbury Camp|ST454724|England|6|2018|2023|UKBMS|51.4479|-2.7871|6.454|4.142
Cothelstone Hill|ST191326|England|6|2018|2023|UKBMS|51.0870|-3.1564|4.464|3.766
Tyntesfield Truckle Wood/Abrahams|ST499716|England|5|2018|2023|UKBMS|51.4412|-2.7222|2.258|-2.081
Bathwick Fields|ST760644|England|4|2019|2023|UKBMS|51.3781|-2.3462|6.107|2.683
Smallcombe Vale|ST763639|England|4|2019|2023|UKBMS|51.3737|-2.3419|5.463|4.187
Rainbow Wood Fields|ST764633|England|4|2019|2023|UKBMS|51.3683|-2.3404|3.779|1.768
Sham Castle Down|ST764652|England|5|2019|2023|UKBMS|51.3853|-2.3405|3.601|1.302
Thurlbear Quarrylands 2019|ST272209|England|5|2019|2023|UKBMS|50.9829|-3.0385|0.784|-2.135
Kingswood Warren|ST747359|England|4|2019|2022|UKBMS|51.1218|-2.3629|-2.402|0.375
Hinkley 2015|ST210456|England|3|2020|2022|UKBMS|51.2041|-3.1322|3.135|0.246
Fairview|ST470529|England|4|2020|2023|UKBMS|51.2728|-2.7611|1.644|3.703
Westhay Moor (The Mire)|ST454439|England|3|2021|2023|UKBMS|51.1917|-2.7827|-0.094|1.337
Westhay Moor (Viridor Transect)|ST456440|England|3|2021|2023|UKBMS|51.1926|-2.7799|-1.721|4.452
RSPB Ham Wall 2020+|ST452399|England|3|2021|2023|UKBMS|51.1557|-2.7850|-0.027|-0.520
Jubilee Stone & Badgers Wood|ST499677|England|3|2021|2023|UKBMS|51.4061|-2.7217|1.772|-1.804
Gordano Valley|ST439733|England|3|2021|2023|UKBMS|51.4559|-2.8088|0.844|-2.959
Hengrove Mounds|ST590685|England|3|2021|2023|UKBMS|51.4140|-2.5909|2.859|1.852
SWT Catcott Reserve|ST403412|England|2|2022|2023|UKBMS|51.1669|-2.8552|4.233|0.473
Aller Wood & Turn Hill (2022 route)|ST413315|England|2|2022|2023|UKBMS|51.0798|-2.8393|1.475|-2.059
Northern Slopes|ST592704|England|2|2022|2023|UKBMS|51.4311|-2.5883|-0.241|-1.478
East Harptree Woods|ST557543|England|1|2022|2022|UKBMS|51.2861|-2.6366|-0.119|-0.810
Grow Wilder|ST626770|England|1|2022|2022|UKBMS|51.4907|-2.5401|1.432|3.169
Hellenge Hill|ST344571|England|2|2022|2023|UKBMS|51.3092|-2.9425|2.602|1.083
Burrington Ham|ST487582|England|1|2022|2022|UKBMS|51.3206|-2.7375|1.366|-1.886
Chiddingfold Forest East|SU985344|England|9|2015|2023|UKBMS|51.1005|-0.5946|6.672|4.286
Chiddingfold Forest West|SU982337|England|9|2015|2023|UKBMS|51.0942|-0.5991|0.781|-1.421
Foxley Wood, Purley|TQ315604|England|9|2015|2023|UKBMS|51.3275|-0.1140|2.127|4.197
West Hanger, Shere Woodlands|TQ066490|England|9|2015|2023|UKBMS|51.2302|-0.4746|0.758|0.202
Runnymede, Egham (2015 route)|TQ005718|England|9|2015|2023|UKBMS|51.4363|-0.5556|2.848|1.775
Wimbledon Common SW and Fishponds Wood|TQ219712|England|9|2015|2023|UKBMS|51.4267|-0.2480|-1.322|-2.043
Shortfield Common, Frensham|SU841422|England|9|2015|2023|UKBMS|51.1729|-0.7984|6.874|3.598
Wimbledon Common (2015 route)|TQ231725|England|9|2015|2023|UKBMS|51.4381|-0.2303|3.842|0.064
RHS Wisley - Main Garden|TQ062581|England|4|2015|2023|UKBMS|51.3121|-0.4777|1.822|0.513
Chiddingfold Forest South|SU981323|England|9|2015|2023|UKBMS|51.0816|-0.6009|-1.763|0.756
Brentmoor Heath Cuckoo Hill|SU933610|England|9|2015|2023|UKBMS|51.3404|-0.6619|-2.452|1.050
Tolworth Court Farm|TQ198649|England|9|2015|2023|UKBMS|51.3705|-0.2803|5.279|3.369
Chobham Grazing South|SU974645|England|5|2015|2023|UKBMS|51.3712|-0.6021|-0.784|3.244
Merrow Downs|TQ026498|England|8|2016|2023|UKBMS|51.2382|-0.5317|2.603|2.273
Chipstead Downs and Fames Rough|TQ268573|England|8|2016|2023|UKBMS|51.3007|-0.1825|-0.567|-2.177
Horton Country Park North|TQ194630|England|8|2016|2023|UKBMS|51.3535|-0.2867|0.497|-0.842
The Mount, Guildford|SU976487|England|8|2016|2023|UKBMS|51.2292|-0.6036|1.632|3.072
Barnes Common|TQ222759|England|7|2016|2023|UKBMS|51.4689|-0.2421|0.702|-0.776
Nonsuch Park, Cheam|TQ231637|England|8|2016|2023|UKBMS|51.3590|-0.2334|5.408|1.198
Leith Hill Place|TQ130421|England|8|2016|2023|UKBMS|51.1670|-0.3852|6.131|4.342
Reigate Heath|TQ235501|England|7|2016|2023|UKBMS|51.2367|-0.2323|2.565|-0.801
Spynes Mere|TQ306524|England|8|2016|2023|UKBMS|51.2558|-0.1299|-2.611|5.302
Selsdon Wood|TQ362615|England|8|2016|2023|UKBMS|51.3363|-0.0462|0.884|-3.243
Water Colours/Moors|TQ291514|England|8|2016|2023|UKBMS|51.2472|-0.1517|5.159|3.663
Dawney's Hill Common and Brookwood Cemetery|SU947565|England|8|2016|2023|UKBMS|51.2998|-0.6430|-2.358|0.885
Featherbed Lane GC|TQ377620|England|2|2016|2023|UKBMS|51.3404|-0.0245|4.237|2.078
RSPB Farnham Heath - East|SU861438|England|6|2016|2023|UKBMS|51.1870|-0.7694|-0.849|3.214
Oxted Downs, Gangers Hill (2017 route)|TQ376541|England|7|2017|2023|UKBMS|51.2694|-0.0289|1.741|1.451
Hurst Meadows, East Molesey|TQ144689|England|6|2017|2023|UKBMS|51.4076|-0.3566|3.394|0.909
Clandon Wood Natural Burial Ground|TQ048512|England|6|2017|2023|UKBMS|51.2504|-0.4998|3.913|3.259
Oaken Wood West|SU989338|England|7|2017|2023|UKBMS|51.0950|-0.5891|1.842|-0.660
Barossa and Poors Allotment|SU886632|England|7|2017|2023|UKBMS|51.3610|-0.7288|-2.020|0.734
Polesden Lacey East|TQ142519|England|7|2017|2023|UKBMS|51.2548|-0.3649|5.583|3.878
Langley Vale Wood A|TQ212564|England|6|2018|2023|UKBMS|51.2938|-0.2631|6.488|1.102
Stave Hill Ecology Park, Rotherhithe|TQ361798|England|6|2018|2023|UKBMS|51.5008|-0.0406|5.177|1.785
Gatwick Airport, North West Zone|TQ256407|England|4|2018|2022|UKBMS|51.1518|-0.2056|1.952|-1.911
Denbies Hillside Secretaries, Dorking|TQ151501|England|6|2018|2023|UKBMS|51.2385|-0.3526|2.413|2.350
Hatchlands Park|TQ067519|England|4|2018|2023|UKBMS|51.2563|-0.4723|6.028|3.216
One Tree Hill and Brenchley Gardens|TQ354743|England|6|2018|2023|UKBMS|51.4515|-0.0528|0.950|-1.740
Oxted Downs, Whistlers Steep (2018 route)|TQ386543|England|6|2018|2023|UKBMS|51.2710|-0.0145|1.992|1.880
Streatham Common|TQ309708|England|6|2018|2023|UKBMS|51.4211|-0.1188|2.104|4.534
Lloyd Park, Croydon|TQ340649|England|5|2018|2022|UKBMS|51.3674|-0.0765|2.846|0.017
Gatwick Airport, Land East of the Railway|TQ293403|England|5|2018|2023|UKBMS|51.1474|-0.1528|1.463|3.910
Whitmoor Common|SU986535|England|5|2018|2023|UKBMS|51.2721|-0.5879|-0.703|2.810
Ham Lands South|TQ166719|England|6|2018|2023|UKBMS|51.4341|-0.3240|0.755|-1.174
Hankley Common North|SU887415|England|6|2018|2023|UKBMS|51.1659|-0.7328|0.104|3.050
Elstead Common|SU905420|England|6|2018|2023|UKBMS|51.1701|-0.7069|-0.676|3.271
Coulsdon Common Merlewood Far|TQ326574|England|6|2018|2023|UKBMS|51.3003|-0.0994|5.963|4.256
Bookham Common|TQ124565|England|5|2019|2023|UKBMS|51.2965|-0.3893|0.494|-2.944
Hooley Meadows|TQ287569|England|5|2019|2023|UKBMS|51.2967|-0.1554|1.053|0.550
Brockwell Park, Herne Hill|TQ316738|England|5|2019|2023|UKBMS|51.4479|-0.1076|3.687|2.278
Earlswood Common (2019 route)|TQ270486|England|4|2019|2023|UKBMS|51.2225|-0.1828|2.304|-1.811
Frensham Great Pond|SU845406|England|5|2019|2023|UKBMS|51.1584|-0.7931|0.332|-2.248
Mare Hill Common|SU936401|England|5|2019|2023|UKBMS|51.1525|-0.6631|-0.369|2.718
Belair Park|TQ327733|England|5|2019|2023|UKBMS|51.4432|-0.0920|7.022|3.686
Burgess Park North, Walworth|TQ330777|England|5|2019|2023|UKBMS|51.4826|-0.0860|0.473|5.587
Burgess Park South, Walworth|TQ332776|England|5|2019|2023|UKBMS|51.4817|-0.0832|2.637|2.133
Hogsmill Nature Trail, Malden Manor|TQ207663|England|4|2020|2023|UKBMS|51.3829|-0.2669|1.026|5.333
Cannon Hill Common, Raynes Park|TQ238683|England|4|2020|2023|UKBMS|51.4002|-0.2217|2.621|-1.973
Polesden Lacey Stony Rock|TQ124503|England|4|2020|2023|UKBMS|51.2408|-0.3912|0.615|2.089
Dungeon Hill, Woodmansterne|TQ271592|England|4|2020|2023|UKBMS|51.3177|-0.1776|0.906|-0.474
Dulwich Park|TQ334737|England|4|2020|2023|UKBMS|51.4466|-0.0818|1.574|5.316
West Norwood Cemetery|TQ323721|England|2|2020|2023|UKBMS|51.4325|-0.0982|1.857|-2.592
Barnes Common, The Orchard|TQ222756|England|4|2020|2023|UKBMS|51.4662|-0.2422|-1.329|-0.522
Leg O'Mutton Reservoir, Barnes|TQ217773|England|4|2020|2023|UKBMS|51.4816|-0.2488|0.638|-1.912
Sidney Wood and Park Copse|TQ024344|England|3|2021|2023|UKBMS|51.0998|-0.5389|-2.646|1.053
Ham Lands North|TQ164727|England|3|2021|2023|UKBMS|51.4413|-0.3266|0.724|-2.550
Polesden Lacey West (2021 route)|TQ132519|England|3|2021|2023|UKBMS|51.2550|-0.3792|6.049|3.569
Sanderstead to Whyteleafe Countryside Area|TQ339598|England|3|2021|2023|UKBMS|51.3216|-0.0798|6.666|3.930
Millstock|TQ287577|England|1|2022|2022|UKBMS|51.3039|-0.1552|6.266|2.467
Runnymede North|SU997726|England|2|2022|2023|UKBMS|51.4436|-0.5668|6.733|4.752
Wandsworth Common Grassland|TQ270743|England|2|2022|2023|UKBMS|51.4534|-0.1736|0.881|4.136
Croham Hurst|TQ337632|England|2|2022|2023|UKBMS|51.3522|-0.0814|0.992|-2.066
Molesey Reservoirs|TQ122687|England|2|2022|2023|UKBMS|51.4062|-0.3883|-2.765|5.508
Runnymede Riverside|SU999727|England|2|2022|2023|UKBMS|51.4445|-0.5639|6.821|3.739
Thundry Meadows Nature Reserve, Elstead|SU895440|England|2|2022|2023|UKBMS|51.1882|-0.7207|0.359|-0.712
Unstead Wetland Nature Reserve, Godalming|SU995456|England|2|2022|2023|UKBMS|51.2010|-0.5772|2.517|0.918
Wingate Hill (2020 route)|TQ265523|England|2|2022|2023|UKBMS|51.2558|-0.1886|1.346|0.231
Bushy Bank|SU583915|England|8|2015|2023|UKBMS|51.6193|-1.1593|9.052|0.860
Yoesden 2016 route|SU788981|England|8|2016|2023|UKBMS|51.6762|-0.8618|6.712|3.873
Fobney Island|SU702710|England|7|2017|2023|UKBMS|51.4337|-0.9915|2.466|1.115
Cock Marsh|SU882867|England|6|2017|2023|UKBMS|51.5723|-0.7287|-0.327|-1.880
Incombe Hole|SP959157|England|5|2018|2023|UKBMS|51.8317|-0.6097|1.879|2.012
Lids Down|SU547849|England|6|2018|2023|UKBMS|51.5603|-1.2123|3.796|2.883
Thrupp Lake|SU519975|England|6|2018|2023|UKBMS|51.6739|-1.2509|-2.138|4.619
Buckingham Railway Walk|SP692334|England|6|2018|2023|UKBMS|51.9947|-0.9935|-0.089|4.605
Stoke Common|SU986853|England|6|2018|2023|UKBMS|51.5580|-0.5791|-0.694|3.084
Abbey Fishponds LNR|SU512979|England|6|2018|2023|UKBMS|51.6775|-1.2609|0.398|5.139
West Wycombe Hill|SU827950|England|4|2019|2023|UKBMS|51.6477|-0.8061|0.669|1.395
Sallow Copse|SP971135|England|4|2019|2023|UKBMS|51.8117|-0.5929|1.858|-1.896
Bradfield, Mirams Copse|SU579728|England|4|2020|2023|UKBMS|51.4512|-1.1682|-1.030|-2.638
Warwick Spinney|SU610920|England|4|2020|2023|UKBMS|51.6235|-1.1202|3.733|2.117
Holly Copse|SU596701|England|4|2020|2023|UKBMS|51.4268|-1.1441|2.673|2.903
Owlpit Copse, Bradfield|SU587732|England|3|2021|2023|UKBMS|51.4547|-1.1566|1.971|1.423
Oxfordshire Golf Club|SP683043|England|3|2021|2023|UKBMS|51.7333|-1.0124|6.277|3.781
Kings Barn Rogues|SU815867|England|2|2022|2023|UKBMS|51.5733|-0.8254|4.143|3.754
Aston Upthorpe Downs extension|SU545835|England|2|2022|2023|UKBMS|51.5478|-1.2154|3.207|3.190
Floodplain Forest|SP806420|England|2|2022|2023|UKBMS|52.0705|-0.8255|2.057|-0.496
Linford Lakes Nature Reserve|SP838430|England|2|2022|2023|UKBMS|52.0790|-0.7786|-2.763|5.286
Whiteleaf Cross Nature Reserve|SP821040|England|2|2022|2023|UKBMS|51.7287|-0.8127|0.653|0.460
Howe Park Wood (new)|SP833343|England|2|2022|2023|UKBMS|52.0009|-0.7880|0.077|-2.773
Elfield Nature Park|SP853364|England|2|2022|2023|UKBMS|52.0195|-0.7584|-0.227|4.393
Stonepit Field|SP844421|England|2|2022|2023|UKBMS|52.0708|-0.7701|3.143|0.590
Magna Park|SP918389|England|2|2022|2023|UKBMS|52.0409|-0.6630|-2.442|4.798
Tattenhoe Valley|SP827330|England|2|2022|2023|UKBMS|51.9893|-0.7971|3.064|0.136
Wollaton LNR|SK529402|England|9|2015|2023|UKBMS|52.9566|-1.2140|1.366|-2.966
Ollerton Pit Wood|SK670673|England|7|2015|2023|UKBMS|53.1986|-0.9985|1.833|-2.366
Bardon Hill Quarry 2|SK460131|England|9|2015|2023|UKBMS|52.7136|-1.3205|-0.717|0.850
Donisthorpe Woodland Park|SK315140|England|9|2015|2023|UKBMS|52.7227|-1.5351|0.093|5.092
Great Glen|SP655975|England|9|2015|2023|UKBMS|52.5714|-1.0350|0.200|5.528
Croft Hill Nature Trail|SP513970|England|8|2016|2023|UKBMS|52.5684|-1.2446|1.240|5.287
Sarah's Wood|SK313157|England|8|2016|2023|UKBMS|52.7380|-1.5379|0.516|-3.429
Elton Guide Campsite|SK765401|England|8|2016|2023|UKBMS|52.9528|-0.8628|0.984|2.230
Skylarks NR|SK623386|England|6|2016|2023|UKBMS|52.9412|-1.0744|-2.360|4.578
