name|grid|country|nyrs|first|last|type|lat|lon|x|y|p_ukbms
Wallingford Castle Meadows|SU610898|England|9|2013|2023|UKBMS|51.6037|-1.1206|4.873|1.253|0.8556
Crowmarsh Riverside Meadows|SU611892|England|11|2013|2023|UKBMS|51.5983|-1.1193|7.288|4.742|0.4487
Mowbray Fields|SU522887|England|8|2013|2023|UKBMS|51.5947|-1.2478|4.054|2.993|0.0861
Cliveden|SU912853|England|7|2014|2023|UKBMS|51.5592|-0.6858|0.341|-1.625|0.2960
Bacombe Hill|SP861072|England|10|2014|2023|UKBMS|51.7569|-0.7540|2.313|1.479|0.9759
Grangelands|SP828048|England|10|2014|2023|UKBMS|51.7358|-0.8024|1.557|1.225|0.9847
Swains wood|SU738921|England|4|2014|2023|UKBMS|51.6229|-0.9353|0.787|0.001|0.8188
The Rifle Range|SP829052|England|10|2014|2023|UKBMS|51.7394|-0.8008|1.999|1.425|0.9800
Cissbury Ring|TQ140080|England|29|1995|2023|UKBMS|50.8603|-0.3816|1.660|0.081|0.5207
Deep Dean|TQ540025|England|23|1998|2023|UKBMS|50.8016|0.1841|4.269|3.735|0.9284
Levin Down|SU885137|England|34|1990|2023|UKBMS|50.9160|-0.7424|-0.887|-0.899|0.5634
Harting Down|SU796182|England|29|1989|2022|UKBMS|50.9577|-0.8680|0.877|-1.120|0.9200
Bevendean A|TQ338068|England|25|1997|2023|UKBMS|50.8453|-0.1009|6.167|4.169|0.9677
Bevendean B|TQ335065|England|24|1998|2023|UKBMS|50.8426|-0.1052|0.233|4.817|0.4371
Bevendean C|TQ343066|England|23|1997|2022|UKBMS|50.8433|-0.0938|0.962|-2.123|0.8747
Malling Down|TQ428107|England|40|1984|2023|UKBMS|50.8782|0.0284|2.036|-1.161|0.8818
Loder Valley 1 (Ardingley Reservoir 1)|TQ342305|England|33|1991|2023|UKBMS|51.0582|-0.0865|0.288|5.985|0.6540
Loder Valley 2 (Ardingley Reservoir 2)|TQ335302|England|23|2001|2023|UKBMS|51.0556|-0.0965|-1.043|-2.030|0.8546
Arlington Reservoir|TQ534074|England|23|2001|2023|UKBMS|50.8458|0.1776|-2.743|5.446|0.4290
Beacon Hill, Sussex|TQ364028|England|22|2001|2023|UKBMS|50.8087|-0.0654|3.652|3.635|0.9371
Ashpark Wood|SU995317|England|21|2003|2023|UKBMS|51.0760|-0.5811|-0.931|-2.958|0.9123
Kingspark Wood|SU985306|England|21|2003|2023|UKBMS|51.0663|-0.5956|-2.448|0.949|0.7685
Crowlink|TV545974|England|20|2003|2022|UKBMS|50.7556|0.1890|6.335|4.296|0.7615
Burton & Chingford Ponds LNR|SU973174|England|17|2004|2023|UKBMS|50.9478|-0.6163|-2.690|5.359|0.4800
Smugglers|TQ473295|England|13|2004|2023|UKBMS|51.0460|0.0999|-0.120|0.831|0.8117
Black Cap|TQ378125|England|17|2005|2023|UKBMS|50.8955|-0.0419|0.894|-0.260|0.9468
Anchor Bottom|TQ202094|England|16|2004|2023|UKBMS|50.8716|-0.2931|9.130|0.859|0.4135
Fore Wood|TQ752131|England|35|1987|2023|UKBMS|50.8908|0.4897|1.812|-2.712|0.9221
Broadwater Warren 1|TQ556370|England|16|2008|2023|UKBMS|51.1112|0.2215|-0.886|-0.356|0.9069
Broadwater Warren 2|TQ553368|England|16|2008|2023|UKBMS|51.1095|0.2171|-0.254|0.113|0.8144
Graffham Down Long Meadow|SU919162|England|15|2009|2023|UKBMS|50.9379|-0.6934|0.006|-4.015|0.6227
Graffham Down Scotts Corner|SU922162|England|14|2009|2022|UKBMS|50.9379|-0.6892|2.183|-2.435|0.8863
Moulescombe Wildpark LNR|TQ329081|England|9|2008|2023|UKBMS|50.8572|-0.1132|2.305|-0.326|0.9517
Minepits - Hartley Green Copse|SU872284|England|17|2007|2023|UKBMS|51.0483|-0.7574|-2.165|0.675|0.9337
Bignor Hill, Slindon Estate (NT)|SU972128|England|13|2010|2023|UKBMS|50.9065|-0.6189|2.602|1.575|0.8700
Chapel Common|SU820285|England|14|2010|2023|UKBMS|51.0500|-0.8315|0.552|0.572|0.7024
Tilletts Lane Fields, Warnham|TQ153339|England|14|2010|2023|UKBMS|51.0928|-0.3549|0.067|-2.363|0.9298
Lodge Copse|SU973167|England|11|2010|2023|UKBMS|50.9415|-0.6165|1.348|3.188|0.6017
West Kingston Reserve|TQ079016|England|13|2010|2023|UKBMS|50.8039|-0.4701|2.039|4.921|0.8330
Hollingdean|TQ321072|England|13|2011|2023|UKBMS|50.8492|-0.1248|6.398|3.393|0.9429
Mill Hill|TQ211072|England|13|2011|2023|UKBMS|50.8517|-0.2810|1.310|0.393|0.7376
Blackjack Wood, Slindon Estste|SU969119|England|13|2011|2023|UKBMS|50.8985|-0.6234|0.566|-1.706|0.8834
Markstakes Common|TQ398180|England|11|2012|2022|UKBMS|50.9445|-0.0114|0.346|-3.521|0.8570
Fairmile Bottom LNR|SU988094|England|10|2014|2023|UKBMS|50.8757|-0.5971|1.411|1.135|0.8905
Iping & Stedham Commons|SU852219|England|10|2014|2023|UKBMS|50.9902|-0.7874|1.596|-0.439|0.6742
Pulborough Brooks RSPB|TQ059167|England|8|2015|2023|UKBMS|50.9400|-0.4941|4.368|0.663|0.8783
Graffham Down - Paterson|SU915162|England|9|2015|2023|UKBMS|50.9380|-0.6991|0.326|-3.949|0.7925
Nymans|TQ270296|England|6|2016|2022|UKBMS|51.0517|-0.1895|-1.391|-0.973|0.6088
Rowland Wood & Park Corner Heath 2018|TQ515147|England|6|2018|2023|UKBMS|50.9119|0.1536|1.620|-2.808|0.8387
Hothfield Common|TQ968458|England|20|1990|2023|UKBMS|51.1776|0.8142|2.236|2.566|0.8849
Burnt Oak Wood|TQ991348|England|38|1984|2023|UKBMS|51.0780|0.8410|-0.431|-3.372|0.7750
Colepit Lane, Torry Hill|TQ907565|England|19|1992|2023|UKBMS|51.2757|0.7327|0.352|-4.115|0.6055
Mintching Wood, Torry Hill|TQ916586|England|19|1992|2023|UKBMS|51.2943|0.7467|0.314|-4.228|0.8483
Warren Bank, Torry Hill|TQ918567|England|19|1992|2023|UKBMS|51.2772|0.7486|2.722|2.872|0.9697
Wrinsted, Torry Hill|TQ897553|England|19|1992|2023|UKBMS|51.2653|0.7177|8.892|1.696|0.2663
Orlestone Forest|TQ985353|England|29|1992|2023|UKBMS|51.0827|0.8327|-1.283|-1.796|0.7850
Tudeley Woods - The Plants|TQ626444|England|37|1987|2023|UKBMS|51.1757|0.3247|6.512|4.338|0.6347
Tudeley Woods - Brakey Bank|TQ615435|England|37|1987|2023|UKBMS|51.1679|0.3086|2.240|-2.677|0.9493
Larkey Valley Wood|TR125555|England|22|1995|2022|UKBMS|51.2590|1.0442|-1.385|-3.049|0.8569
Jubilee Country Park|TQ437679|England|18|2004|2023|UKBMS|51.3919|0.0640|-1.227|-2.945|0.9203
Scadbury Park|TQ455700|England|16|2004|2023|UKBMS|51.4104|0.0907|-0.989|-2.570|0.8125
Downe Bank|TQ438609|England|14|2005|2023|UKBMS|51.3290|0.0626|-0.013|-1.921|0.8965
Cole Wood - Broad Oak/Blean|TR155620|England|16|2006|2023|UKBMS|51.3163|1.0911|10.384|2.293|0.0507
West Blean Wood West|TR157636|England|11|2010|2023|UKBMS|51.3306|1.0949|0.546|4.154|0.8966
West Blean Wood East|TR166635|England|11|2011|2023|UKBMS|51.3293|1.1077|-0.167|-1.926|0.9696
Hothfield Common Extension|TQ964458|England|9|2014|2023|UKBMS|51.1777|0.8085|3.695|3.222|0.8335
West Wickham Common|TQ398652|England|15|2001|2023|UKBMS|51.3687|0.0069|0.351|-2.054|0.8681
Reculver Country Park|TR214689|England|11|2012|2023|UKBMS|51.3760|1.1799|7.089|4.443|0.9037
Sandwich Bay Estate|TR361573|England|11|2013|2023|UKBMS|51.2659|1.3830|1.445|4.261|0.5101
Telegraph Farm|TR307513|England|9|2014|2023|UKBMS|51.2143|1.3019|10.622|1.933|0.0110
Darland Banks A|TQ791655|England|10|2014|2023|UKBMS|51.3603|0.5711|1.177|0.280|0.9474
Darland Banks B|TQ781661|England|10|2014|2023|UKBMS|51.3660|0.5570|1.286|0.703|0.9689
Bedgebury Pinetum|TQ719335|England|5|2014|2023|UKBMS|51.0751|0.4524|2.087|0.027|0.8912
Covert Wood|TR183481|England|9|2015|2023|UKBMS|51.1904|1.1227|0.202|-3.880|0.7283
Kemsing Down|TQ555593|England|9|2015|2023|UKBMS|51.3116|0.2297|2.477|-0.883|0.8650
Lydden Hill|TR254461|England|9|2015|2023|UKBMS|51.1697|1.2229|3.177|0.943|0.8202
Montefiore Wood & Dumpton (2015 route)|TR392662|England|9|2015|2023|UKBMS|51.3445|1.4333|0.306|5.655|0.1596
Tarn Park|TQ427733|England|8|2015|2023|UKBMS|51.4407|0.0518|3.284|-0.357|0.9714
Tudeley Woods - Pembury Heath|TQ616422|England|9|2015|2023|UKBMS|51.1562|0.3094|0.058|-3.936|0.7966
Wouldham|TQ725633|England|8|2015|2023|UKBMS|51.3426|0.4753|-0.393|-2.038|0.9486
The Larches|TQ789588|England|8|2015|2023|UKBMS|51.3002|0.5649|4.605|1.422|0.8547
Peters Pit|TQ717626|England|7|2016|2023|UKBMS|51.3366|0.4635|1.473|0.763|0.8889
Conningbrook Lakes Country Park|TR031433|England|7|2016|2023|UKBMS|51.1529|0.9028|3.272|1.340|0.4983
Luton Rec, Medway|TQ778663|England|8|2016|2023|UKBMS|51.3679|0.5528|1.366|3.981|0.8275
Gravesend Marling Cross|TQ656705|England|8|2016|2023|UKBMS|51.4093|0.3797|0.684|5.839|0.8928
St Margaret's Bay (new)|TR373451|England|7|2017|2023|UKBMS|51.1559|1.3921|1.047|2.862|0.8990
Langdon Cliffs|TR341424|England|6|2017|2022|UKBMS|51.1330|1.3447|2.621|2.979|0.8177
Orlestone Forest, Packing Wood|TR004352|England|6|2017|2022|UKBMS|51.0811|0.8597|-1.333|-1.192|0.9470
Bredhurst Woods and Strawberry Banks|TQ800617|England|5|2017|2023|UKBMS|51.3259|0.5821|-1.340|-2.603|0.9061
Manor Park, West Malling|TQ680573|England|6|2017|2023|UKBMS|51.2901|0.4080|-1.516|4.351|0.9212
Garthorne Road Nature Reserve|TQ357736|England|5|2017|2022|UKBMS|51.4451|-0.0487|2.429|-2.405|0.9393
Snakeholme Pit|TF115716|England|36|1988|2023|UKBMS|53.2297|-0.3311|7.292|0.289|0.0801
Twyford Glades|SK954225|England|23|2000|2023|UKBMS|52.7916|-0.5867|0.045|-2.637|0.9829
Twyford Sanctuary|SK942233|England|24|1999|2023|UKBMS|52.7990|-0.6043|0.299|-0.573|0.9567
Whisby Nature Park|SK911670|England|8|2009|2023|UKBMS|53.1923|-0.6379|2.966|0.066|0.9676
Quarry Cottage|TF045204|England|7|2016|2022|UKBMS|52.7711|-0.4525|2.267|-0.703|0.9029
Londonthorpe Eastern Meadow|SK946381|England|3|2018|2022|UKBMS|52.9320|-0.5940|0.203|-4.074|0.7893
Londonthorpe Western Meadow|SK942380|England|3|2018|2022|UKBMS|52.9312|-0.6000|4.042|3.843|0.6247
Belton House - River Witham|SK926383|England|3|2018|2022|UKBMS|52.9341|-0.6237|5.244|1.280|0.8932
Kettlethorpe|SK846750|England|5|2019|2023|UKBMS|53.2653|-0.7331|1.116|0.015|0.7241
Heath's Meadows|TF484639|England|4|2020|2023|UKBMS|53.1516|0.2177|5.779|3.926|0.4858
Londonthorpe Alma Park|SK942370|England|1|2022|2022|UKBMS|52.9222|-0.6003|2.390|-0.964|0.9681
Ashing Lane Nature Reserve|TF043790|England|2|2022|2023|UKBMS|53.2977|-0.4365|0.462|-3.200|0.9862
Thorne Moors Transect F|SE748151|England|2|2022|2023|UKBMS|53.6271|-0.8704|-0.919|1.856|0.9753
Piddledown Common|SX729899|England|22|1997|2023|UKBMS|50.6948|-3.8009|-0.549|-0.345|0.9756
Aish Tor|SX705711|England|29|1993|2023|UKBMS|50.5253|-3.8283|-0.887|0.613|0.7801
Little Breach|ST114154|England|26|1997|2023|UKBMS|50.9312|-3.2621|4.154|3.969|0.8531
Ashclyst Forest|SX997991|England|14|2002|2023|UKBMS|50.7828|-3.4241|-1.063|-3.109|0.8834
West Down (Dartmoor)|SX483702|England|19|2001|2022|UKBMS|50.5119|-4.1409|-0.927|0.811|0.7348
Kerswell Down|SX872676|England|21|2003|2023|UKBMS|50.4973|-3.5918|0.910|2.583|0.9208
Yarner Wood extension|SX787789|England|13|2009|2023|UKBMS|50.5972|-3.7152|-0.035|1.937|0.9587
Clennon Hill|SX880594|England|14|2008|2023|UKBMS|50.4237|-3.5780|3.786|2.223|0.8759
Primley wood and meadow|SX878602|England|13|2008|2023|UKBMS|50.4309|-3.5811|2.384|-1.815|0.5186
Saltram Park|SX522549|England|13|2011|2023|UKBMS|50.3754|-4.0799|-1.129|-0.184|0.5161
Upcott Farm|SS823130|England|13|2011|2023|UKBMS|50.9044|-3.6753|5.028|3.205|0.3252
Bowden Hill, Ashburton|SX753698|England|12|2011|2022|UKBMS|50.5147|-3.7602|3.477|0.739|0.6263
Berry Head Transect 3|SX939562|England|12|2011|2023|UKBMS|50.3961|-3.4941|2.782|0.601|0.9639
Waterleat extension|SX751723|England|10|2012|2023|UKBMS|50.5371|-3.7639|3.200|1.043|0.7690
Northam Burrows|SS439309|England|6|2013|2022|UKBMS|51.0562|-4.2287|0.192|5.977|0.8238
Meeth Quarry|SS536084|England|8|2014|2022|UKBMS|50.8565|-4.0814|3.281|0.494|0.5958
Andrew's Wood|SX704516|England|9|2014|2023|UKBMS|50.3500|-3.8230|-1.857|-2.373|0.8004
Andrew's Wood 3|SX711516|England|8|2015|2023|UKBMS|50.3502|-3.8131|-0.450|-3.361|0.7964
Park Farm Kingsbridge|SX734427|England|9|2015|2023|UKBMS|50.2707|-3.7778|4.330|1.427|0.6081
Ashclyst Merry Downs|SY000999|England|8|2016|2023|UKBMS|50.7900|-3.4201|1.057|-1.826|0.9487
Ashclyst Snaffel Park|SY006996|England|8|2016|2023|UKBMS|50.7874|-3.4115|1.661|-1.613|0.8841
Ashclyst Caddihoe|SY010999|England|8|2016|2023|UKBMS|50.7902|-3.4059|-1.797|-2.648|0.4737
Ashclyst Deadlands|SX995999|England|8|2016|2023|UKBMS|50.7899|-3.4272|0.763|-1.620|0.7969
Ashclyst White Down|ST005011|England|7|2016|2023|UKBMS|50.8009|-3.4133|1.303|-2.455|0.8072
Knapp Copse Local Nature Reserve|SY154956|England|6|2017|2023|UKBMS|50.7538|-3.2007|6.009|2.621|0.4974
Bradley Manor|SX849707|England|5|2017|2022|UKBMS|50.5247|-3.6251|-0.369|-0.842|0.9464
East Soar|SX729366|England|5|2017|2023|UKBMS|50.2157|-3.7828|3.791|3.001|0.7483
Waterleat 2006|SX753724|England|16|2006|2023|UKBMS|50.5380|-3.7611|6.968|4.065|0.7656
Rickham|SX738378|England|5|2017|2022|UKBMS|50.2267|-3.7706|-0.019|4.494|0.8037
Saltram Gardens|SX519556|England|6|2018|2023|UKBMS|50.3816|-4.0844|4.452|0.975|0.8069
Ashclyst Caddihoe Extension|ST009000|England|5|2019|2023|UKBMS|50.7911|-3.4073|2.514|-1.873|0.9131
Lincombe & Dunscombe|SY160881|England|4|2019|2023|UKBMS|50.6865|-3.1904|4.656|2.671|0.8935
Killerton Garden|SS972001|England|4|2019|2023|UKBMS|50.7913|-3.4598|4.309|1.752|0.8454
Lundy Island - Upper East Side|SS139440|England|5|2019|2023|UKBMS|51.1649|-4.6631|2.857|1.769|0.8226
Dumpdon Hill Fort|ST174042|England|3|2021|2023|UKBMS|50.8314|-3.1743|-0.117|-1.628|0.8454
Godborough Castle|SS438274|England|3|2021|2023|UKBMS|51.0247|-4.2286|7.358|4.852|0.2904
Home Marsh Farm|SS495328|England|3|2021|2023|UKBMS|51.0747|-4.1497|6.356|4.773|0.1847
Scobbiscombe|SX621468|England|3|2021|2023|UKBMS|50.3050|-3.9378|7.479|0.836|0.5348
Ashclyst Forest Cottage|SY0009499100|England|3|2021|2023|UKBMS|50.7828|-3.4185|2.170|-1.054|0.9524
Ausewell Wood|SX737721|England|2|2022|2023|UKBMS|50.5350|-3.7835|2.378|-1.403|0.9464
Gwithian Common (Green)|SW587413|England|27|1997|2023|UKBMS|50.2224|-5.3842|1.596|1.295|0.9586
Greenscombe Wood - Ridge|SX393725|England|43|1981|2023|UKBMS|50.5301|-4.2687|1.015|0.078|0.8883
Lundy Bay|SW958798|England|22|2000|2023|UKBMS|50.5821|-4.8858|2.385|1.420|0.9790
Butterfly Lane (Trewartha, St Ives)|SW518378|England|23|2001|2023|UKBMS|50.1881|-5.4784|7.308|5.492|0.2185
Upton Towans 2010|SW579396|England|14|2010|2023|UKBMS|50.2068|-5.3943|0.142|5.002|0.3464
Roskestal West Cliff, Porthgwarra|SW364224|England|12|2010|2023|UKBMS|50.0432|-5.6831|0.383|1.343|0.9815
Ruan Lanihorne|SW894419|England|12|2012|2023|UKBMS|50.2395|-4.9548|1.633|1.224|0.7609
Godolphin Warren|SW599321|England|12|2012|2023|UKBMS|50.1403|-5.3616|6.321|1.830|0.3850
Cotehele|SX423682|England|10|2012|2023|UKBMS|50.4923|-4.2246|0.562|-2.468|0.9155
Looe Island|SX257514|England|10|2013|2023|UKBMS|50.3367|-4.4506|2.469|1.118|0.7023
Erisey Barton, Lizard NNR|SW710180|England|10|2013|2023|UKBMS|50.0180|-5.1981|7.251|5.511|0.3018
Treluggan Cliffs|SW890378|England|11|2013|2023|UKBMS|50.2025|-4.9581|0.682|1.011|0.9315
Little Treleaver|SW761181|England|9|2014|2023|UKBMS|50.0209|-5.1270|4.756|2.983|0.4704
Valency Valley|SX103913|England|9|2014|2023|UKBMS|50.6903|-4.6871|2.417|-2.101|0.6988
Kilkhampton Common|SS246117|England|9|2014|2023|UKBMS|50.8781|-4.4946|0.392|-2.295|0.8395
Lower Lewdon|SS256095|England|9|2015|2023|UKBMS|50.8586|-4.4793|0.213|-2.180|0.9022
Pentire|SW938800|England|9|2015|2023|UKBMS|50.5832|-4.9141|7.343|1.043|0.5468
Dodman Point|SX001398|England|8|2016|2023|UKBMS|50.2243|-4.8038|7.229|4.382|0.6383
Tidna Valley|SS203147|England|8|2016|2023|UKBMS|50.9037|-4.5571|0.772|-3.624|0.8282
The Meadow, Tehidy Country Park|SW637433|England|6|2016|2022|UKBMS|50.2423|-5.3155|5.790|5.561|0.1400
Treveal|SW471403|England|7|2016|2023|UKBMS|50.2085|-5.5458|7.084|4.805|0.5937
Mexico Towans|SW562385|England|6|2016|2023|UKBMS|50.1962|-5.4174|0.472|5.155|0.7470
Foage Farm|SW465375|England|6|2016|2023|UKBMS|50.1832|-5.5523|5.814|3.330|0.6268
Trencrom Hill|SW518362|England|7|2016|2023|UKBMS|50.1737|-5.4774|3.279|1.870|0.9081
Stithians|SW709366|England|7|2016|2023|UKBMS|50.1850|-5.2106|2.500|2.029|0.9450
Trythall School|SW452342|England|6|2018|2023|UKBMS|50.1530|-5.5683|3.760|2.112|0.2601
Trecarne-Delabole|SX064839|England|6|2018|2023|UKBMS|50.6226|-4.7384|4.119|2.488|0.8806
Kynance and Caerthillian|SW688131|England|5|2018|2023|UKBMS|49.9732|-5.2258|4.293|2.750|0.5575
Chapel Porth|SW697495|England|3|2018|2023|UKBMS|50.3004|-5.2352|-2.243|5.540|0.7582
Marazion Marsh|SW512312|England|5|2019|2023|UKBMS|50.1286|-5.4825|3.304|0.309|0.8773
Lower Portmellon Valley|SX009438|England|5|2019|2023|UKBMS|50.2605|-4.7947|5.732|2.525|0.7540
Upper Portmellon Valley|SX003433|England|5|2019|2023|UKBMS|50.2558|-4.8029|2.584|1.321|0.8474
Rosewall Hill|SW488393|England|2|2019|2023|UKBMS|50.2003|-5.5214|0.135|1.917|0.8965
Boswednack Mire|SW439380|England|2|2019|2023|UKBMS|50.1865|-5.5890|0.134|0.962|0.9831
Cape Cornwall - new route|SW352318|England|3|2019|2023|UKBMS|50.1271|-5.7063|6.594|4.438|0.7543
Lamledra|SX013412|England|4|2020|2023|UKBMS|50.2373|-4.7877|3.431|0.555|0.7606
Wilsey Woods|SX189881|England|4|2020|2023|UKBMS|50.6643|-4.5639|-2.545|0.426|0.6193
Trencrom Hill - hillsides|SW517362|England|3|2020|2023|UKBMS|50.1737|-5.4788|0.457|1.076|0.9903
Messack|SW840364|England|3|2021|2023|UKBMS|50.1881|-5.0273|0.425|-3.370|0.8512
Godrevy Warren Red River Ascent|SW588421|England|2|2021|2022|UKBMS|50.2296|-5.3833|6.097|3.940|0.8291
Coosebean, Comprigney Hill|SW813454|England|1|2022|2022|UKBMS|50.2680|-5.0702|2.317|-1.887|0.8218
Treveddoe|SX152694|England|2|2022|2023|UKBMS|50.4952|-4.6069|5.876|4.772|0.1855
Portreath New Walk and Cliffs|SW661455|England|2|2022|2023|UKBMS|50.2631|-5.2832|5.529|1.141|0.5173
Dolcoath Mine and Brea Valley|SW661404|England|2|2022|2023|UKBMS|50.2173|-5.2801|2.911|1.056|0.7026
Bakesdown Farm|SS247006|England|1|2022|2022|UKBMS|50.7784|-4.4879|5.679|2.597|0.1497
St Gothians|SW583417|England|2|2022|2023|UKBMS|50.2258|-5.3900|4.447|3.260|0.9539
Godolphin Woods and Riverside|SW602322|England|2|2022|2023|UKBMS|50.1413|-5.3575|-1.152|-1.166|0.8916
Nanspean|SW656240|England|2|2022|2023|UKBMS|50.0698|-5.2770|4.450|2.317|0.2830
Marshalls Heath|TL161149|England|31|1990|2023|UKBMS|51.8207|-0.3169|-1.365|-1.554|0.7999
Aldbury Nowers|SP952129|England|30|1992|2023|UKBMS|51.8066|-0.6206|1.825|0.640|0.9025
Beane Hill|TQ199873|England|36|1988|2023|UKBMS|51.5718|-0.2713|0.996|-1.126|0.9550
Danesbury Park|TL230170|England|27|1996|2022|UKBMS|51.8381|-0.2161|4.673|3.575|0.7464
Millhoppers|SP900148|England|23|1998|2023|UKBMS|51.8246|-0.6955|5.443|1.626|0.7259
Patmore Heath|TL442257|England|28|1996|2023|UKBMS|51.9112|0.0950|-1.344|-2.166|0.7297
Therfield Heath, Lancaster Hill (5)|TL353404|England|22|2001|2023|UKBMS|52.0455|-0.0285|0.915|5.033|0.4889
Fryent Country Park|TQ195876|England|38|1986|2023|UKBMS|51.5746|-0.2770|-0.723|-2.746|0.8546
Therfield heath, Rifle Range|TL348401|England|24|1999|2023|UKBMS|52.0429|-0.0359|3.486|3.774|0.9378
Therfield Heath, Top of Rifle Range (2)|TL349398|England|22|2001|2023|UKBMS|52.0402|-0.0346|2.092|2.248|0.9289
Therfield Heath, Church Hill (3)|TL333396|England|24|1999|2023|UKBMS|52.0388|-0.0580|3.412|3.066|0.9271
Therfield Heath, Base of Church Hill (4)|TL333395|England|22|2001|2023|UKBMS|52.0379|-0.0580|2.148|-0.842|0.9349
Gutteridge Wood|TQ091843|England|27|1990|2023|UKBMS|51.5471|-0.4280|0.996|-1.516|0.9652
Knebworth|TL221208|England|22|1996|2023|UKBMS|51.8724|-0.2279|6.271|4.137|0.6606
Stevenage|TL246234|England|29|1994|2023|UKBMS|51.8952|-0.1906|0.969|-2.234|0.8018
The Warren|TL204053|England|27|1995|2023|UKBMS|51.7335|-0.2579|1.384|2.258|0.8232
Ware Park|TL347143|England|28|1996|2023|UKBMS|51.8111|-0.0475|0.607|1.874|0.6488
Balls Wood|TL344106|England|28|1996|2023|UKBMS|51.7779|-0.0533|-0.164|-2.293|0.9627
Brickett Wood|TL131009|England|26|1997|2023|UKBMS|51.6955|-0.3650|-0.002|-3.021|0.9184
Railway Fields|TQ317881|England|26|1997|2023|UKBMS|51.5764|-0.1008|0.672|-0.331|0.9761
Abney Park Cemetry|TQ336868|England|5|1999|2023|UKBMS|51.5643|-0.0739|2.013|-2.318|0.8845
Minet Country Park|TQ109802|England|9|2002|2022|UKBMS|51.5099|-0.4034|3.047|0.905|0.7809
Belmont Railway|TQ161897|England|6|2000|2022|UKBMS|51.5942|-0.3253|7.375|4.755|0.1265
Horsenden Hill - East|TQ162843|England|21|2003|2023|UKBMS|51.5456|-0.3257|0.583|-2.922|0.7315
Horsendon Hill - West|TQ163844|England|21|2003|2023|UKBMS|51.5465|-0.3242|3.070|2.356|0.7521
Roxbourne Rough|TQ120875|England|12|1999|2023|UKBMS|51.5752|-0.3852|1.277|4.922|0.3048
Shrubhill Common|TL036072|England|23|2001|2023|UKBMS|51.7539|-0.5005|0.739|2.566|0.5259
Tower Hamlets Cemetery|TQ366823|England|25|1999|2023|UKBMS|51.5231|-0.0324|0.914|5.555|0.5358
Waterford Heath North|TL315152|England|23|2001|2023|UKBMS|51.8200|-0.0935|3.645|2.807|0.8237
Gunnersbury|TQ201786|England|19|2004|2023|UKBMS|51.4936|-0.2714|1.377|-1.068|0.9662
Lemsford Springs|TL223121|England|19|2004|2023|UKBMS|51.7942|-0.2280|2.145|-0.281|0.7555
Pryors Wood|TL265265|England|19|2004|2022|UKBMS|51.9227|-0.1619|0.837|2.345|0.6655
Bishops Stortford Southern Country Park|TL473193|England|20|2004|2023|UKBMS|51.8529|0.1373|2.443|2.449|0.9411
Perivale Wood|TQ159837|England|19|2005|2023|UKBMS|51.5403|-0.3302|1.344|-2.226|0.9307
Wood Lane Pirton|TL143312|England|15|2008|2023|UKBMS|51.9675|-0.3377|10.519|2.192|0.1433
Mardley Heath|TL248184|England|16|2006|2023|UKBMS|51.8503|-0.1895|-0.566|-2.773|0.9153
Templewood (new)|TL235143|England|16|2007|2022|UKBMS|51.8137|-0.2098|1.925|-1.880|0.9205
Bencroft Wood|TL335065|England|16|2008|2023|UKBMS|51.7413|-0.0679|0.292|-3.826|0.8749
Banstead Downs|TQ257615|England|38|1986|2023|UKBMS|51.3387|-0.1968|1.614|1.862|0.9496
Box Hill, Dukes|TQ185510|England|25|1994|2023|UKBMS|51.2459|-0.3036|4.982|3.999|0.8641
Box Hill, Viewpoint|TQ179510|England|30|1994|2023|UKBMS|51.2460|-0.3122|4.280|3.732|0.8886
Box Hill, Zig Zag|TQ177520|England|33|1990|2023|UKBMS|51.2550|-0.3148|1.285|2.220|0.9405
Brentmoor Heath|SU938611|England|29|1990|2023|UKBMS|51.3413|-0.6547|0.092|1.036|0.9263
Coulsdon Common|TQ324571|England|34|1990|2023|UKBMS|51.2976|-0.1023|-1.494|-0.840|0.7975
Denbies Hillside|TQ150500|England|36|1988|2023|UKBMS|51.2376|-0.3541|3.970|3.553|0.9192
Farthing Downs|TQ300576|England|33|1990|2023|UKBMS|51.3027|-0.1366|5.163|3.784|0.8391
Hackhurst Down|TQ093485|England|35|1988|2023|UKBMS|51.2252|-0.4361|2.986|2.870|0.9168
Headley Heath|TQ195533|England|32|1990|2023|UKBMS|51.2663|-0.2885|2.109|1.257|0.9544
Headley Warren|TQ191539|England|20|1998|2023|UKBMS|51.2718|-0.2941|1.153|0.095|0.8587
Hutchinson's Bank|TQ382615|England|27|1997|2023|UKBMS|51.3358|-0.0175|2.042|-0.463|0.9359
Juniper Hill|TQ221570|England|22|1997|2023|UKBMS|51.2990|-0.2500|1.185|-0.201|0.7952
Kenley Common|TQ333584|England|33|1990|2023|UKBMS|51.3091|-0.0889|0.767|2.519|0.2318
Mitcham Common B|TQ291675|England|20|1994|2023|UKBMS|51.3919|-0.1459|3.603|2.294|0.6859
Oaken Wood|SU991339|England|28|1995|2023|UKBMS|51.0959|-0.5862|-0.580|-2.667|0.9684
Park Downs|TQ267585|England|26|1998|2023|UKBMS|51.3115|-0.1835|1.823|1.361|0.9750
Riddlesdown|TQ337594|England|34|1990|2023|UKBMS|51.3180|-0.0828|0.451|0.169|0.9692
Nore Hill|TQ377573|England|24|2000|2023|UKBMS|51.2982|-0.0263|6.667|4.402|0.8620
